article_id,original_index,company_name_clean,has_company_metadata,title,category,category_clean,author,published_date_clean,published_year,published_quarter,published_month,published_year_month,word_count,revenue_usd_M,summary,url,industry,headquarters,founded_year,employee_count,is_public,stock_ticker,company_age,company_size_category
ART0149,148,Microsoft,True,Microsoft Achieves Profitability Milestone,Enterprise Software,Enterprise_Software,Sam Wilson,05-11-2021,2021,4,11,2021-11,2180,52500,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/149,Data Analytics,"Austin, TX",2018,48646,False,,3,Large
ART0134,133,Microsoft,True,Microsoft Faces Regulatory Scrutiny,Finance,FinTech,John Smith,25-06-2020,2020,2,6,2020-06,1798,,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/134,Data Analytics,"Austin, TX",2018,48646,False,,2,Large
ART0112,111,Microsoft,True,Microsoft Achieves Profitability Milestone,SaaS,SaaS,Alex Johnson,10-12-2023,2023,4,12,2023-12,1377,78000,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/112,Data Analytics,"Austin, TX",2018,48646,False,,5,Large
ART0673,672,Microsoft,True,Azure Raises Series D Funding Round,SaaS,SaaS,Sam Wilson,19-05-2024,2024,2,5,2024-05,2343,80730,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/673,Data Analytics,"Austin, TX",2018,48646,False,,6,Large
ART0691,690,Mistral AI,False,Mistral AI Raises Series D Funding Round,AI & ML,AI_ML,Alex Johnson,13-12-2024,2024,4,12,2024-12,2411,260,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/691,,,,,,,,Unknown
ART0685,684,Mistral AI,False,Mistral AI Expands into European Market,InfoSec,Cybersecurity,Unknown,09-03-2024,2024,1,3,2024-03,2038,95,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/685,,,,,,,,Unknown
ART0688,687,Mistral AI,False,Mistral AI Partners with Major Enterprise Client,Analytics,Data_Analytics,John Smith,06-06-2023,2023,2,6,2023-06,1235,92,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/688,,,,,,,,Unknown
ART0502,501,Mistral AI,False,Mistral AI Unveils Next-Generation Platform,Big Data,Data_Analytics,Unknown,05-03-2024,2024,1,3,2024-03,2554,95,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/502,,,,,,,,Unknown
ART0632,631,Mistral AI,False,Mistral AI Announces Breakthrough in Large Language Models,Financial Technology,FinTech,Alex Johnson,11-12-2024,2024,4,12,2024-12,1367,260,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/632,,,,,,,,Unknown
ART0412,411,MongoDB,True,MongoDB Releases Open Source Framework,Artificial Intelligence,AI_ML,Alex Johnson,21-03-2022,2022,1,3,2022-03,1671,1080,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/412,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0009,8,MongoDB,True,MongoDB Expands into European Market,AI & ML,AI_ML,Jane Doe,02-07-2023,2023,3,7,2023-07,1578,1480,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/9,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0150,149,MongoDB,True,MongoDB Faces Regulatory Scrutiny,Artificial Intelligence,AI_ML,Sam Wilson,23-08-2022,2022,3,8,2022-08,1902,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/150,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0732,731,MongoDB,True,Mongo DB Unveils Next-Generation Platform,Machine Learning,AI_ML,Unknown,08-03-2024,2024,1,3,2024-03,794,1785,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/732,SaaS,"Austin, TX",2008,16952,False,MONG,16,Medium
ART0187,186,MongoDB,True,MongoDB Unveils Next-Generation Platform,AI & ML,AI_ML,Unknown,12-09-2021,2021,3,9,2021-09,1836,990,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/187,SaaS,"Austin, TX",2008,16952,False,MONG,13,Medium
ART0270,269,MongoDB,True,MongoDB Faces Regulatory Scrutiny,Cloud Services,Cloud_Computing,Alex Johnson,29-02-2020,2020,1,2,2020-02,1622,500,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/270,SaaS,"Austin, TX",2008,16952,False,MONG,12,Medium
ART0263,262,MongoDB,True,MongoDB Faces Regulatory Scrutiny,Cloud Computing,Cloud_Computing,Jane Doe,24-11-2022,2022,4,11,2022-11,,1380,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/263,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0163,162,MongoDB,True,MongoDB Reports Record Revenue Growth,Cloud Computing,Cloud_Computing,John Smith,18-03-2023,2023,1,3,2023-03,2324,1480,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/163,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0475,474,MongoDB,True,MongoDB Partners with Major Enterprise Client,Cloud,Cloud_Computing,John Smith,23-04-2022,2022,2,4,2022-04,1733,1180,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/475,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0658,657,MongoDB,True,Mongo DB Expands into European Market,Cloud,Cloud_Computing,Unknown,02-05-2024,2024,2,5,2024-05,,1785,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/658,SaaS,"Austin, TX",2008,16952,False,MONG,16,Medium
ART0280,279,MongoDB,True,MongoDB Expands into European Market,Cloud Computing,Cloud_Computing,Unknown,26-04-2022,2022,2,4,2022-04,831,,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/280,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0526,525,MongoDB,True,MongoDB Unveils Next-Generation Platform,InfoSec,Cybersecurity,Jane Doe,04-12-2023,2023,4,12,2023-12,926,1700,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/526,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0332,331,MongoDB,True,MongoDB CEO Discusses Future of AI,InfoSec,Cybersecurity,Jane Doe,23-12-2021,2021,4,12,2021-12,,990,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/332,SaaS,"Austin, TX",2008,16952,False,MONG,13,Medium
ART0310,309,MongoDB,True,MongoDB Raises Series D Funding Round,Cybersecurity,Cybersecurity,John Smith,02-11-2022,2022,4,11,2022-11,1134,1080,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/310,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0616,615,MongoDB,True,MongoDB CEO Discusses Future of AI,InfoSec,Cybersecurity,John Smith,05-03-2024,2024,1,3,2024-03,1816,1870,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/616,SaaS,"Austin, TX",2008,16952,False,MONG,16,Medium
ART0126,125,MongoDB,True,MongoDB Expands into European Market,Cybersecurity,Cybersecurity,John Smith,18-06-2020,2020,2,6,2020-06,1710,540,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/126,SaaS,"Austin, TX",2008,16952,False,MONG,12,Medium
ART0430,429,MongoDB,True,MongoDB Launches New AI-Powered Product,InfoSec,Cybersecurity,Unknown,24-01-2021,2021,1,1,2021-01,1340,720,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/430,SaaS,"Austin, TX",2008,16952,False,MONG,13,Medium
ART0312,311,MongoDB,True,MongoDB Raises Series D Funding Round,Cybersecurity,Cybersecurity,Unknown,31-10-2022,2022,4,10,2022-10,1977,1380,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/312,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0748,747,MongoDB,True,MongoDB Partners with Major Enterprise Client,Analytics,Data_Analytics,Jane Doe,13-11-2024,2024,4,11,2024-11,2175,2057,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/748,SaaS,"Austin, TX",2008,16952,False,MONG,16,Medium
ART0585,584,MongoDB,True,MongoDB Expands into European Market,Analytics,Data_Analytics,John Smith,02-06-2024,2024,2,6,2024-06,2923,1870,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/585,SaaS,"Austin, TX",2008,16952,False,MONG,16,Medium
ART0567,566,MongoDB,True,Mongo DB Announces Breakthrough in Large Language Models,Data Analytics,Data_Analytics,John Smith,21-05-2024,2024,2,5,2024-05,682,1870,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/567,SaaS,"Austin, TX",2008,16952,False,MONG,16,Medium
ART0306,305,MongoDB,True,MongoDB Releases Open Source Framework,Data Analytics,Data_Analytics,John Smith,22-11-2023,2023,4,11,2023-11,717,1700,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/306,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0341,340,MongoDB,True,MongoDB Raises Series D Funding Round,Big Data,Data_Analytics,Sam Wilson,30-11-2022,2022,4,11,2022-11,1538,1380,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/341,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0719,718,MongoDB,True,MongoDB Releases Open Source Framework,Data Analytics,Data_Analytics,Unknown,02-04-2023,2023,2,4,2023-04,1209,1560,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/719,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0652,651,MongoDB,True,MongoDB Acquires Competitor for Undisclosed Sum,Data Analytics,Data_Analytics,Unknown,05-12-2023,2023,4,12,2023-12,1654,1700,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/652,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0556,555,MongoDB,True,MongoDB Faces Regulatory Scrutiny,Analytics,Data_Analytics,Unknown,21-08-2023,2023,3,8,2023-08,2853,1640,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/556,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0052,51,MongoDB,True,MongoDB Acquires Competitor for Undisclosed Sum,Software,Enterprise_Software,Jane Doe,21-05-2022,2022,2,5,2022-05,1288,,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/52,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0491,490,MongoDB,True,MongoDB Releases Open Source Framework,Software,Enterprise_Software,John Smith,08-09-2020,2020,3,9,2020-09,1232,590,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/491,SaaS,"Austin, TX",2008,16952,False,MONG,12,Medium
ART0494,493,MongoDB,True,MongoDB Achieves Profitability Milestone,Enterprise Software,Enterprise_Software,Unknown,18-11-2021,2021,4,11,2021-11,1755,,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/494,SaaS,"Austin, TX",2008,16952,False,MONG,13,Medium
ART0265,264,MongoDB,True,MongoDB Partners with Major Enterprise Client,Enterprise Software,Enterprise_Software,Unknown,26-01-2020,2020,1,1,2020-01,910,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/265,SaaS,"Austin, TX",2008,16952,False,MONG,12,Medium
ART0304,303,MongoDB,True,MongoDB CEO Discusses Future of AI,FinTech,FinTech,Jane Doe,07-05-2022,2022,2,5,2022-05,2598,1180,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/304,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0384,383,MongoDB,True,MongoDB Faces Regulatory Scrutiny,Financial Technology,FinTech,Sam Wilson,07-12-2023,2023,4,12,2023-12,827,1700,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/384,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0687,686,MongoDB,True,MongoDB Expands into European Market,Financial Technology,FinTech,Sam Wilson,10-02-2023,2023,1,2,2023-02,1534,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/687,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0109,108,MongoDB,True,MongoDB Achieves Profitability Milestone,FinTech,FinTech,Sam Wilson,19-12-2020,2020,4,12,2020-12,1885,650,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/109,SaaS,"Austin, TX",2008,16952,False,MONG,12,Medium
ART0275,274,MongoDB,True,MongoDB Achieves Profitability Milestone,Finance,FinTech,Unknown,05-02-2022,2022,1,2,2022-02,1634,1080,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/275,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0010,9,MongoDB,True,MongoDB Launches New AI-Powered Product,Finance,FinTech,Unknown,11-05-2022,2022,2,5,2022-05,2672,1380,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/10,SaaS,"Austin, TX",2008,16952,False,MONG,14,Medium
ART0090,89,MongoDB,True,MongoDB Reports Record Revenue Growth,SaaS,SaaS,Unknown,13-06-2023,2023,2,6,2023-06,2316,1560,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/90,SaaS,"Austin, TX",2008,16952,False,MONG,15,Medium
ART0028,27,NVIDIA,True,NVIDIA Expands into European Market,AI & ML,AI_ML,Alex Johnson,22-11-2020,2020,4,11,2020-11,1432,12600,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/28,AI/ML,"London, UK",2017,22031,False,,3,Medium
ART0548,547,NVIDIA,True,NVIDIA Corporation Expands into European Market,Artificial Intelligence,AI_ML,John Smith,05-05-2024,2024,2,5,2024-05,902,54000,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/548,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0036,35,NVIDIA,True,NVIDIA Launches New AI-Powered Product,AI/ML,AI_ML,John Smith,05-09-2023,2023,3,9,2023-09,997,40500,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/36,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0183,182,NVIDIA,True,NVIDIA Expands into European Market,Artificial Intelligence,AI_ML,John Smith,11-01-2023,2023,1,1,2023-01,838,,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/183,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0399,398,NVIDIA,True,NVIDIA Faces Regulatory Scrutiny,AI/ML,AI_ML,John Smith,29-10-2020,2020,4,10,2020-10,2703,12600,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/399,AI/ML,"London, UK",2017,22031,False,,3,Medium
ART0583,582,NVIDIA,True,NVIDIA CEO Discusses Future of AI,AI/ML,AI_ML,Sam Wilson,15-08-2023,2023,3,8,2023-08,1325,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/583,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0169,168,NVIDIA,True,NVIDIA Reports Record Revenue Growth,Artificial Intelligence,AI_ML,Sam Wilson,17-05-2020,2020,2,5,2020-05,1389,11200,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/169,AI/ML,"London, UK",2017,22031,False,,3,Medium
ART0717,716,NVIDIA,True,NVIDIA Acquires Competitor for Undisclosed Sum,Cloud,Cloud_Computing,John Smith,13-08-2024,2024,3,8,2024-08,1135,58500,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/717,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0613,612,NVIDIA,True,NVIDIA Achieves Profitability Milestone,Cloud Services,Cloud_Computing,John Smith,24-03-2024,2024,1,3,2024-03,2934,,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/613,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0439,438,NVIDIA,True,NVIDIA Faces Regulatory Scrutiny,Cloud,Cloud_Computing,Sam Wilson,14-05-2021,2021,2,5,2021-05,1901,15000,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/439,AI/ML,"London, UK",2017,22031,False,,4,Medium
ART0554,553,NVIDIA,True,NVIDIA Announces Breakthrough in Large Language Models,InfoSec,Cybersecurity,John Smith,26-02-2022,2022,1,2,2022-02,1525,17500,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/554,AI/ML,"London, UK",2017,22031,False,,5,Medium
ART0115,114,NVIDIA,True,NVIDIA Releases Open Source Framework,InfoSec,Cybersecurity,Unknown,05-04-2021,2021,2,4,2021-04,1163,15000,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/115,AI/ML,"London, UK",2017,22031,False,,4,Medium
ART0708,707,NVIDIA,True,NVIDIA Corporation CEO Discusses Future of AI,Cybersecurity,Cybersecurity,Unknown,05-08-2023,2023,3,8,2023-08,1160,40500,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/708,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0372,371,NVIDIA,True,NVIDIA Raises Series D Funding Round,InfoSec,Cybersecurity,Unknown,11-04-2020,2020,2,4,2020-04,1852,,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/372,AI/ML,"London, UK",2017,22031,False,,3,Medium
ART0700,699,NVIDIA,True,Nvidia Releases Open Source Framework,Data Analytics,Data_Analytics,Alex Johnson,10-09-2024,2024,3,9,2024-09,2445,62100,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/700,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0649,648,NVIDIA,True,NVIDIA CEO Discusses Future of AI,Data Analytics,Data_Analytics,Jane Doe,24-01-2024,2024,1,1,2024-01,2687,49500,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/649,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0411,410,NVIDIA,True,NVIDIA CEO Discusses Future of AI,Big Data,Data_Analytics,John Smith,04-09-2022,2022,3,9,2022-09,1506,17800,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/411,AI/ML,"London, UK",2017,22031,False,,5,Medium
ART0684,683,NVIDIA,True,NVIDIA Acquires Competitor for Undisclosed Sum,Data Analytics,Data_Analytics,John Smith,14-10-2024,2024,4,10,2024-10,2653,62100,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/684,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0621,620,NVIDIA,True,Nvidia Acquires Competitor for Undisclosed Sum,Big Data,Data_Analytics,Sam Wilson,13-08-2024,2024,3,8,2024-08,1273,58500,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/621,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0456,455,NVIDIA,True,NVIDIA CEO Discusses Future of AI,Big Data,Data_Analytics,Sam Wilson,31-10-2023,2023,4,10,2023-10,2671,45000,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/456,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0029,28,NVIDIA,True,NVIDIA Announces Breakthrough in Large Language Models,Big Data,Data_Analytics,Unknown,13-09-2023,2023,3,9,2023-09,2696,40500,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/29,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0236,235,NVIDIA,True,NVIDIA Releases Open Source Framework,Analytics,Data_Analytics,Unknown,25-04-2022,2022,2,4,2022-04,806,17800,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/236,AI/ML,"London, UK",2017,22031,False,,5,Medium
ART0066,65,NVIDIA,True,NVIDIA Unveils Next-Generation Platform,Software,Enterprise_Software,John Smith,20-11-2020,2020,4,11,2020-11,1130,12600,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/66,AI/ML,"London, UK",2017,22031,False,,3,Medium
ART0626,625,NVIDIA,True,NVIDIA Corporation Acquires Competitor for Undisclosed Sum,Financial Technology,FinTech,Jane Doe,20-06-2024,2024,2,6,2024-06,,54000,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/626,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0049,48,NVIDIA,True,NVIDIA Raises Series D Funding Round,FinTech,FinTech,Jane Doe,25-07-2021,2021,3,7,2021-07,1953,16000,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/49,AI/ML,"London, UK",2017,22031,False,,4,Medium
ART0524,523,NVIDIA,True,NVIDIA Releases Open Source Framework,Finance,FinTech,John Smith,21-06-2024,2024,2,6,2024-06,2930,54000,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/524,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0214,213,NVIDIA,True,NVIDIA Launches New AI-Powered Product,FinTech,FinTech,John Smith,27-12-2023,2023,4,12,2023-12,881,,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/214,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0154,153,NVIDIA,True,NVIDIA Announces Breakthrough in Large Language Models,FinTech,FinTech,Sam Wilson,03-10-2023,2023,4,10,2023-10,1063,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/154,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0745,744,NVIDIA,True,NVIDIA Unveils Next-Generation Platform,FinTech,FinTech,Sam Wilson,08-09-2024,2024,3,9,2024-09,838,58500,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/745,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0546,545,NVIDIA,True,Nvidia Expands into European Market,Finance,FinTech,Sam Wilson,18-07-2024,2024,3,7,2024-07,2924,58500,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/546,AI/ML,"London, UK",2017,22031,False,,7,Medium
ART0223,222,NVIDIA,True,NVIDIA Releases Open Source Framework,Finance,FinTech,Unknown,15-05-2023,2023,2,5,2023-05,2104,36000,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/223,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0057,56,NVIDIA,True,NVIDIA Raises Series D Funding Round,FinTech,FinTech,Unknown,16-02-2023,2023,1,2,2023-02,,,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/57,AI/ML,"London, UK",2017,22031,False,,6,Medium
ART0006,5,NVIDIA,True,NVIDIA Achieves Profitability Milestone,FinTech,FinTech,Unknown,26-10-2021,2021,4,10,2021-10,1788,16800,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/6,AI/ML,"London, UK",2017,22031,False,,4,Medium
ART0297,296,NVIDIA,True,NVIDIA Acquires Competitor for Undisclosed Sum,SaaS,SaaS,Sam Wilson,23-07-2021,2021,3,7,2021-07,2847,,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/297,AI/ML,"London, UK",2017,22031,False,,4,Medium
ART0683,682,OpenAI,True,OpenAI CEO Discusses Future of AI,AI/ML,AI_ML,Alex Johnson,04-04-2024,2024,2,4,2024-04,1030,2790,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/683,Data Analytics,"Austin, TX",2006,12793,False,OPEN,18,Medium
ART0634,633,OpenAI,True,Open AI Launches New AI-Powered Product,Artificial Intelligence,AI_ML,Alex Johnson,10-06-2023,2023,2,6,2023-06,,1600,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/634,Data Analytics,"Austin, TX",2006,12793,False,OPEN,17,Medium
ART0520,519,OpenAI,True,OpenAI Launches New AI-Powered Product,Artificial Intelligence,AI_ML,Alex Johnson,17-08-2023,2023,3,8,2023-08,,1720,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/520,Data Analytics,"Austin, TX",2006,12793,False,OPEN,17,Medium
ART0283,282,OpenAI,True,OpenAI Acquires Competitor for Undisclosed Sum,AI/ML,AI_ML,Jane Doe,23-12-2022,2022,4,12,2022-12,2561,,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/283,Data Analytics,"Austin, TX",2006,12793,False,OPEN,16,Medium
ART0011,10,OpenAI,True,OpenAI Faces Regulatory Scrutiny,AI/ML,AI_ML,John Smith,25-10-2021,2021,4,10,2021-10,,320,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/11,Data Analytics,"Austin, TX",2006,12793,False,OPEN,15,Medium
ART0464,463,OpenAI,True,OpenAI Partners with Major Enterprise Client,AI/ML,AI_ML,Unknown,31-10-2020,2020,4,10,2020-10,,95,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/464,Data Analytics,"Austin, TX",2006,12793,False,OPEN,14,Medium
ART0612,611,OpenAI,True,OpenAI Expands into European Market,Cloud Services,Cloud_Computing,Alex Johnson,24-04-2024,2024,2,4,2024-04,1537,2790,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/612,Data Analytics,"Austin, TX",2006,12793,False,OPEN,18,Medium
ART0714,713,OpenAI,True,OpenAI Acquires Competitor for Undisclosed Sum,Cloud Computing,Cloud_Computing,Jane Doe,15-07-2024,2024,3,7,2024-07,2034,3420,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/714,Data Analytics,"Austin, TX",2006,12793,False,OPEN,18,Medium
ART0582,581,OpenAI,True,OpenAI Faces Regulatory Scrutiny,Cloud,Cloud_Computing,John Smith,12-03-2024,2024,1,3,2024-03,1875,2250,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/582,Data Analytics,"Austin, TX",2006,12793,False,OPEN,18,Medium
ART0432,431,OpenAI,True,OpenAI Faces Regulatory Scrutiny,Cloud Services,Cloud_Computing,Sam Wilson,01-10-2021,2021,4,10,2021-10,1616,320,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/432,Data Analytics,"Austin, TX",2006,12793,False,OPEN,15,Medium
ART0639,638,OpenAI,True,OpenAI Inc. Achieves Profitability Milestone,Cloud Services,Cloud_Computing,Sam Wilson,02-07-2023,2023,3,7,2023-07,1416,1450,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/639,Data Analytics,"Austin, TX",2006,12793,False,OPEN,17,Medium
ART0553,552,OpenAI,True,OpenAI Announces Breakthrough in Large Language Models,Security,Cybersecurity,John Smith,15-09-2024,2024,3,9,2024-09,2398,3420,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/553,Data Analytics,"Austin, TX",2006,12793,False,OPEN,18,Medium
ART0155,154,OpenAI,True,OpenAI Releases Open Source Framework,InfoSec,Cybersecurity,John Smith,19-11-2020,2020,4,11,2020-11,866,95,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/155,Data Analytics,"Austin, TX",2006,12793,False,OPEN,14,Medium
ART0188,187,OpenAI,True,OpenAI Achieves Profitability Milestone,InfoSec,Cybersecurity,Sam Wilson,13-07-2021,2021,3,7,2021-07,,240,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/188,Data Analytics,"Austin, TX",2006,12793,False,OPEN,15,Medium
ART0557,556,OpenAI,True,OpenAI Inc. Expands into European Market,Analytics,Data_Analytics,Alex Johnson,11-06-2024,2024,2,6,2024-06,1408,,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/557,Data Analytics,"Austin, TX",2006,12793,False,OPEN,18,Medium
ART0744,743,OpenAI,True,OpenAI Expands into European Market,Analytics,Data_Analytics,Jane Doe,17-09-2024,2024,3,9,2024-09,,3420,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/744,Data Analytics,"Austin, TX",2006,12793,False,OPEN,18,Medium
